id,year,tournament,start_date,prize_money,atp_category,tourney_id
1504,1989,Sydney-2,1989-10-09,$115.000,11,427
1505,1989,Tel Aviv,1989-10-16,$150.000,5,330
1506,1989,Vienna,1989-10-16,$200.000,8,337
1507,1989,Tokyo-2,1989-10-17,$500.000,14,428
1508,1989,Frankfurt,1989-10-23,$150.000,7,348
1509,1989,Paris,1989-10-30,$1.000.000,22,352
1510,1989,Wembley,1989-11-07,$250.000,12,430
1511,1989,Sao Paulo,1989-11-06,$150.000,5,237
1512,1989,Stockholm,1989-11-06,$832.500,17,429
1513,1989,Johannesburg,1989-11-13,$250.000,12,426
1514,1989,Itaparica,1989-11-20,$125.000,8,240
1515,1989,Masters,1989-11-28,$500.000,Not ranked,605
